"cellLine"	"center"	"conc"	"drug"	"experiment"	"medianDMSO"	"normViability"	"replicate"	"stage"	"viability"
"HS11"	""	1e-07	"CUDC907"	"Run1"	39942.5	0.397972084872	"H"	""	15896
"HS11"	""	3e-07	"CUDC907"	"Run1"	39942.5	0.424660449396	"A"	""	16962
"HS11"	""	3e-07	"CUDC907"	"Run1"	39942.5	0.413018714402	"B"	""	16497
"HS11"	""	3e-07	"CUDC907"	"Run1"	39942.5	0.459460474432	"C"	""	18352
"HS11"	""	3e-07	"CUDC907"	"Run1"	39942.5	0.386856105652	"D"	""	15452
"HS11"	""	3e-07	"CUDC907"	"Run1"	39942.5	0.367703573887	"E"	""	14687
"HS11"	""	3e-07	"CUDC907"	"Run1"	39942.5	0.375489766539	"F"	""	14998
"HS11"	""	3e-07	"CUDC907"	"Run1"	39942.5	0.501996620141	"G"	""	20051
"HS11"	""	3e-07	"CUDC907"	"Run1"	39942.5	0.346473055017	"H"	""	13839
"HS11"	""	1e-06	"CUDC907"	"Run1"	39942.5	0.326218939726	"A"	""	13030
"HS11"	""	1e-06	"CUDC907"	"Run1"	39942.5	0.382274519622	"B"	""	15269
"HS11"	""	1e-06	"CUDC907"	"Run1"	39942.5	0.358440257871	"C"	""	14317
"HS11"	""	1e-06	"CUDC907"	"Run1"	39942.5	0.351880828691	"D"	""	14055
"HS11"	""	1e-06	"CUDC907"	"Run1"	39942.5	0.335832759592	"E"	""	13414
"HS11"	""	1e-06	"CUDC907"	"Run1"	39942.5	0.314477060775	"F"	""	12561
"HS11"	""	1e-06	"CUDC907"	"Run1"	39942.5	0.437303623959	"G"	""	17467
"HS11"	""	1e-06	"CUDC907"	"Run1"	39942.5	0.335682543657	"H"	""	13408
"HS11"	""	1e-05	"CUDC907"	"Run1"	39942.5	0.316179508043	"A"	""	12629
"HS11"	""	1e-05	"CUDC907"	"Run1"	39942.5	0.313876197033	"B"	""	12537
"HS11"	""	1e-05	"CUDC907"	"Run1"	39942.5	0.32346498091	"C"	""	12920
"HS11"	""	1e-05	"CUDC907"	"Run1"	39942.5	0.291043374851	"D"	""	11625
"HS11"	""	1e-05	"CUDC907"	"Run1"	39942.5	0.286336608875	"E"	""	11437
"HS11"	""	1e-05	"CUDC907"	"Run1"	39942.5	0.278775740126	"F"	""	11135
"HS11"	""	1e-05	"CUDC907"	"Run1"	39942.5	0.281079051136	"G"	""	11227
"HS11"	""	1e-05	"CUDC907"	"Run1"	39942.5	0.286586968768	"H"	""	11447
"HS11"	""	3e-06	"CUDC907"	"Run1"	39942.5	0.339112474182	"A"	""	13545
"HS11"	""	3e-06	"CUDC907"	"Run1"	39942.5	0.34114038931	"B"	""	13626
"HS11"	""	3e-06	"CUDC907"	"Run1"	39942.5	0.322388433373	"C"	""	12877
"HS11"	""	3e-06	"CUDC907"	"Run1"	39942.5	0.302635037867	"D"	""	12088
"HS11"	""	3e-06	"CUDC907"	"Run1"	39942.5	0.307016335983	"E"	""	12263
"HS11"	""	3e-06	"CUDC907"	"Run1"	39942.5	0.306565688177	"F"	""	12245
"HS11"	""	3e-06	"CUDC907"	"Run1"	39942.5	0.296250860612	"G"	""	11833
"HS11"	""	3e-06	"CUDC907"	"Run1"	39942.5	0.313350441259	"H"	""	12516
"HS11"	""	1e-09	"Everolimus"	"Run1"	43187.5	0.609875542692	"A"	""	26339
"HS11"	""	1e-09	"Everolimus"	"Run1"	43187.5	0.677047756874	"B"	""	29240
"HS11"	""	1e-09	"Everolimus"	"Run1"	43187.5	0.650535455861	"C"	""	28095
"HS11"	""	1e-09	"Everolimus"	"Run1"	43187.5	0.66097829233	"D"	""	28546
"HS11"	""	1e-09	"Everolimus"	"Run1"	43187.5	0.700295224313	"E"	""	30244
"HS11"	""	1e-09	"Everolimus"	"Run1"	43187.5	0.646112879884	"F"	""	27904
"HS11"	""	1e-09	"Everolimus"	"Run1"	43187.5	0.680590448625	"G"	""	29393
"HS11"	""	1e-09	"Everolimus"	"Run1"	43187.5	0.654888567294	"H"	""	28283
"HS11"	""	3e-09	"Everolimus"	"Run1"	43187.5	0.586026049204	"A"	""	25309
"HS11"	""	3e-09	"Everolimus"	"Run1"	43187.5	0.656995658466	"B"	""	28374
"HS11"	""	3e-09	"Everolimus"	"Run1"	43187.5	0.680011577424	"C"	""	29368
"HS11"	""	3e-09	"Everolimus"	"Run1"	43187.5	0.629534008683	"D"	""	27188
"HS11"	""	3e-09	"Everolimus"	"Run1"	43187.5	0.695617945007	"E"	""	30042
"HS11"	""	3e-09	"Everolimus"	"Run1"	43187.5	0.620781476122	"F"	""	26810
"HS11"	""	3e-09	"Everolimus"	"Run1"	43187.5	0.765406657019	"G"	""	33056
"HS11"	""	3e-09	"Everolimus"	"Run1"	43187.5	0.668063675832	"H"	""	28852
"HS11"	""	1e-08	"Everolimus"	"Run1"	43187.5	0.613441389291	"A"	""	26493
"HS11"	""	1e-08	"Everolimus"	"Run1"	43187.5	0.697215629522	"B"	""	30111
"HS11"	""	1e-08	"Everolimus"	"Run1"	43187.5	0.666489146165	"C"	""	28784
"HS11"	""	1e-08	"Everolimus"	"Run1"	43187.5	0.706755426918	"D"	""	30523
"HS11"	""	1e-08	"Everolimus"	"Run1"	43187.5	0.691635311143	"E"	""	29870
"HS11"	""	1e-08	"Everolimus"	"Run1"	43187.5	0.620897250362	"F"	""	26815
"HS11"	""	1e-08	"Everolimus"	"Run1"	43187.5	0.655305354559	"G"	""	28301
"HS11"	""	1e-08	"Everolimus"	"Run1"	43187.5	0.674755426918	"H"	""	29141
"HS11"	""	3e-08	"Everolimus"	"Run1"	43187.5	0.618512301013	"A"	""	26712
"HS11"	""	3e-08	"Everolimus"	"Run1"	43187.5	0.678622286541	"B"	""	29308
"HS11"	""	3e-08	"Everolimus"	"Run1"	43187.5	0.700897250362	"C"	""	30270
"HS11"	""	3e-08	"Everolimus"	"Run1"	43187.5	0.668295224313	"D"	""	28862
"HS11"	""	3e-08	"Everolimus"	"Run1"	43187.5	0.641412445731	"E"	""	27701
"HS11"	""	3e-08	"Everolimus"	"Run1"	43187.5	0.668943560058	"F"	""	28890
"HS11"	""	3e-08	"Everolimus"	"Run1"	43187.5	0.704903039074	"G"	""	30443
"HS11"	""	3e-08	"Everolimus"	"Run1"	43187.5	0.614437047757	"H"	""	26536
"HS11"	""	1e-07	"Everolimus"	"Run1"	43187.5	0.632914616498	"A"	""	27334
"HS11"	""	1e-07	"Everolimus"	"Run1"	43187.5	0.631062228654	"B"	""	27254
"HS11"	""	1e-07	"Everolimus"	"Run1"	43187.5	0.662807525326	"C"	""	28625
"HS11"	""	1e-07	"Everolimus"	"Run1"	43187.5	0.670170767004	"D"	""	28943
"HS11"	""	1e-07	"Everolimus"	"Run1"	43187.5	0.669290882779	"E"	""	28905
"HS11"	""	1e-07	"Everolimus"	"Run1"	43187.5	0.648219971056	"F"	""	27995
"HS11"	""	1e-07	"Everolimus"	"Run1"	43187.5	0.696104196816	"G"	""	30063
"HS11"	""	1e-07	"Everolimus"	"Run1"	43187.5	0.611149059334	"H"	""	26394
"HS11"	""	3e-07	"Everolimus"	"Run1"	43187.5	0.628746743849	"A"	""	27154
"HS11"	""	3e-07	"Everolimus"	"Run1"	43187.5	0.756422575977	"B"	""	32668
"HS11"	""	3e-07	"Everolimus"	"Run1"	43187.5	0.646946454414	"C"	""	27940
"HS11"	""	3e-07	"Everolimus"	"Run1"	43187.5	0.653730824891	"D"	""	28233
"HS11"	""	3e-07	"Everolimus"	"Run1"	43187.5	0.707936324168	"E"	""	30574
"HS11"	""	3e-07	"Everolimus"	"Run1"	43187.5	0.634002894356	"F"	""	27381
"HS11"	""	3e-07	"Everolimus"	"Run1"	43187.5	0.670263386397	"G"	""	28947
"HS11"	""	3e-07	"Everolimus"	"Run1"	43187.5	0.625551374819	"H"	""	27016
"HS11"	""	1e-06	"Everolimus"	"Run1"	43187.5	0.614089725036	"A"	""	26521
"HS11"	""	1e-06	"Everolimus"	"Run1"	43187.5	0.653128798842	"B"	""	28207
"HS11"	""	1e-06	"Everolimus"	"Run1"	43187.5	0.70175397974	"C"	""	30307
"HS11"	""	1e-06	"Everolimus"	"Run1"	43187.5	0.634327062229	"D"	""	27395
"HS11"	""	1e-06	"Everolimus"	"Run1"	43187.5	0.663687409551	"E"	""	28663
"HS11"	""	1e-06	"Everolimus"	"Run1"	43187.5	0.637777134588	"F"	""	27544
"HS11"	""	1e-06	"Everolimus"	"Run1"	43187.5	0.626940665702	"G"	""	27076
"HS11"	""	1e-06	"Everolimus"	"Run1"	43187.5	0.60705065123	"H"	""	26217
"HS11"	""	1e-05	"Everolimus"	"Run1"	43187.5	0.651600578871	"A"	""	28141
"HS11"	""	1e-05	"Everolimus"	"Run1"	43187.5	0.650049204052	"B"	""	28074
"HS11"	""	1e-05	"Everolimus"	"Run1"	43187.5	0.616706222865	"C"	""	26634
"HS11"	""	1e-05	"Everolimus"	"Run1"	43187.5	0.626547033285	"D"	""	27059
"HS11"	""	1e-05	"Everolimus"	"Run1"	43187.5	0.615015918958	"E"	""	26561
"HS11"	""	1e-05	"Everolimus"	"Run1"	43187.5	0.570743849493	"F"	""	24649
"HS11"	""	1e-05	"Everolimus"	"Run1"	43187.5	0.613279305355	"G"	""	26486
"HS11"	""	1e-05	"Everolimus"	"Run1"	43187.5	0.582483357453	"H"	""	25156
"HS11"	""	3e-06	"Everolimus"	"Run1"	43187.5	0.632706222865	"A"	""	27325
"HS11"	""	3e-06	"Everolimus"	"Run1"	43187.5	0.592185238784	"B"	""	25575
"HS11"	""	3e-06	"Everolimus"	"Run1"	43187.5	0.667646888567	"C"	""	28834
"HS11"	""	3e-06	"Everolimus"	"Run1"	43187.5	0.695340086831	"D"	""	30030
"HS11"	""	3e-06	"Everolimus"	"Run1"	43187.5	0.688416787265	"E"	""	29731
"HS11"	""	3e-06	"Everolimus"	"Run1"	43187.5	0.648497829233	"F"	""	28007
"HS11"	""	3e-06	"Everolimus"	"Run1"	43187.5	0.633748191027	"G"	""	27370
"HS11"	""	3e-06	"Everolimus"	"Run1"	43187.5	0.650975397974	"H"	""	28114
"HS11"	""	1e-09	"Ganetespib"	"Run1"	41762	0.82704372396	"I"	""	34539
"HS11"	""	1e-09	"Ganetespib"	"Run1"	41762	0.832862410804	"J"	""	34782
"HS11"	""	1e-09	"Ganetespib"	"Run1"	41762	0.850007183564	"K"	""	35498
"HS11"	""	1e-09	"Ganetespib"	"Run1"	41762	0.851180499018	"L"	""	35547
"HS11"	""	1e-09	"Ganetespib"	"Run1"	41762	0.83604712418	"M"	""	34915
"HS11"	""	1e-09	"Ganetespib"	"Run1"	41762	0.766318662899	"N"	""	32003
"HS11"	""	1e-09	"Ganetespib"	"Run1"	41762	0.799123605191	"O"	""	33373
"HS11"	""	1e-09	"Ganetespib"	"Run1"	41762	0.813418897562	"P"	""	33970
"HS11"	""	3e-09	"Ganetespib"	"Run1"	41762	0.784373353767	"I"	""	32757
"HS11"	""	3e-09	"Ganetespib"	"Run1"	41762	0.767994827834	"J"	""	32073
"HS11"	""	3e-09	"Ganetespib"	"Run1"	41762	0.806666347397	"K"	""	33688
"HS11"	""	3e-09	"Ganetespib"	"Run1"	41762	0.770413294382	"L"	""	32174
"HS11"	""	3e-09	"Ganetespib"	"Run1"	41762	0.724151142187	"M"	""	30242
"HS11"	""	3e-09	"Ganetespib"	"Run1"	41762	0.71110100091	"N"	""	29697
"HS11"	""	3e-09	"Ganetespib"	"Run1"	41762	0.725899142761	"O"	""	30315
"HS11"	""	3e-09	"Ganetespib"	"Run1"	41762	0.694674584551	"P"	""	29011
"HS11"	""	1e-08	"Ganetespib"	"Run1"	41762	0.57758249126	"I"	""	24121
"HS11"	""	1e-08	"Ganetespib"	"Run1"	41762	0.624299602509	"J"	""	26072
"HS11"	""	1e-08	"Ganetespib"	"Run1"	41762	0.64630525358	"K"	""	26991
"HS11"	""	1e-08	"Ganetespib"	"Run1"	41762	0.625999712657	"L"	""	26143
"HS11"	""	1e-08	"Ganetespib"	"Run1"	41762	0.587064795747	"M"	""	24517
"HS11"	""	1e-08	"Ganetespib"	"Run1"	41762	0.519060389828	"N"	""	21677
"HS11"	""	1e-08	"Ganetespib"	"Run1"	41762	0.580647478569	"O"	""	24249
"HS11"	""	1e-08	"Ganetespib"	"Run1"	41762	0.536779847708	"P"	""	22417
"HS11"	""	3e-08	"Ganetespib"	"Run1"	41762	0.463627220919	"I"	""	19362
"HS11"	""	3e-08	"Ganetespib"	"Run1"	41762	0.482807336813	"J"	""	20163
"HS11"	""	3e-08	"Ganetespib"	"Run1"	41762	0.528375077822	"K"	""	22066
"HS11"	""	3e-08	"Ganetespib"	"Run1"	41762	0.463076481011	"L"	""	19339
"HS11"	""	3e-08	"Ganetespib"	"Run1"	41762	0.472247497725	"M"	""	19722
"HS11"	""	3e-08	"Ganetespib"	"Run1"	41762	0.439514391073	"N"	""	18355
"HS11"	""	3e-08	"Ganetespib"	"Run1"	41762	0.473325032326	"O"	""	19767
"HS11"	""	3e-08	"Ganetespib"	"Run1"	41762	0.454073080791	"P"	""	18963
"HS11"	""	1e-07	"Ganetespib"	"Run1"	41762	0.483166515014	"I"	""	20178
"HS11"	""	1e-07	"Ganetespib"	"Run1"	41762	0.476964704756	"J"	""	19919
"HS11"	""	1e-07	"Ganetespib"	"Run1"	41762	0.539174369044	"K"	""	22517
"HS11"	""	1e-07	"Ganetespib"	"Run1"	41762	0.466955605574	"L"	""	19501
"HS11"	""	1e-07	"Ganetespib"	"Run1"	41762	0.450481298788	"M"	""	18813
"HS11"	""	1e-07	"Ganetespib"	"Run1"	41762	0.451463052536	"N"	""	18854
"HS11"	""	1e-07	"Ganetespib"	"Run1"	41762	1.05847421101	"O"	""	44204
"HS11"	""	1e-07	"Ganetespib"	"Run1"	41762	0.467650016762	"P"	""	19530
"HS11"	""	3e-07	"Ganetespib"	"Run1"	41762	0.467961304535	"I"	""	19543
"HS11"	""	3e-07	"Ganetespib"	"Run1"	41762	0.465303385853	"J"	""	19432
"HS11"	""	3e-07	"Ganetespib"	"Run1"	41762	0.479574733011	"K"	""	20028
"HS11"	""	3e-07	"Ganetespib"	"Run1"	41762	0.472798237632	"L"	""	19745
"HS11"	""	3e-07	"Ganetespib"	"Run1"	41762	0.476437910062	"M"	""	19897
"HS11"	""	3e-07	"Ganetespib"	"Run1"	41762	0.480484651118	"N"	""	20066
"HS11"	""	3e-07	"Ganetespib"	"Run1"	41762	1.07217087304	"O"	""	44776
"HS11"	""	3e-07	"Ganetespib"	"Run1"	41762	0.468009194962	"P"	""	19545
"HS11"	""	1e-06	"Ganetespib"	"Run1"	41762	0.461855275131	"I"	""	19288
"HS11"	""	1e-06	"Ganetespib"	"Run1"	41762	0.486255447536	"J"	""	20307
"HS11"	""	1e-06	"Ganetespib"	"Run1"	41762	0.516570087639	"K"	""	21573
"HS11"	""	1e-06	"Ganetespib"	"Run1"	41762	0.462070782051	"L"	""	19297
"HS11"	""	1e-06	"Ganetespib"	"Run1"	41762	0.448038887026	"M"	""	18711
"HS11"	""	1e-06	"Ganetespib"	"Run1"	41762	0.468847277429	"N"	""	19580
"HS11"	""	1e-06	"Ganetespib"	"Run1"	41762	0.473803936593	"O"	""	19787
"HS11"	""	1e-06	"Ganetespib"	"Run1"	41762	0.444111872037	"P"	""	18547
"HS11"	""	1e-05	"Ganetespib"	"Run1"	41762	0.408241942436	"I"	""	17049
"HS11"	""	1e-05	"Ganetespib"	"Run1"	41762	0.415641013361	"J"	""	17358
"HS11"	""	1e-05	"Ganetespib"	"Run1"	41762	0.496887122264	"K"	""	20751
"HS11"	""	1e-05	"Ganetespib"	"Run1"	41762	0.394377663905	"L"	""	16470
"HS11"	""	1e-05	"Ganetespib"	"Run1"	41762	0.399214597002	"M"	""	16672
"HS11"	""	1e-05	"Ganetespib"	"Run1"	41762	0.39641300704	"N"	""	16555
"HS11"	""	1e-05	"Ganetespib"	"Run1"	41762	0.396317226186	"O"	""	16551
"HS11"	""	1e-05	"Ganetespib"	"Run1"	41762	0.395646760213	"P"	""	16523
"HS11"	""	3e-06	"Ganetespib"	"Run1"	41762	0.437119869738	"I"	""	18255
"HS11"	""	3e-06	"Ganetespib"	"Run1"	41762	0.454168861645	"J"	""	18967
"HS11"	""	3e-06	"Ganetespib"	"Run1"	41762	0.447488147119	"K"	""	18688
"HS11"	""	3e-06	"Ganetespib"	"Run1"	41762	0.441861021982	"L"	""	18453
"HS11"	""	3e-06	"Ganetespib"	"Run1"	41762	0.442723049662	"M"	""	18489
"HS11"	""	3e-06	"Ganetespib"	"Run1"	41762	0.432953402615	"N"	""	18081
"HS11"	""	3e-06	"Ganetespib"	"Run1"	41762	0.443369570423	"O"	""	18516
"HS11"	""	3e-06	"Ganetespib"	"Run1"	41762	0.439969350127	"P"	""	18374
"HS11"	""	1e-09	"GDC0941"	"Run1"	38379	0.969097683629	"I"	""	37193
"HS11"	""	1e-09	"GDC0941"	"Run1"	38379	0.882930769431	"J"	""	33886
"HS11"	""	1e-09	"GDC0941"	"Run1"	38379	0.896558013497	"K"	""	34409
"HS11"	""	1e-09	"GDC0941"	"Run1"	38379	0.920373120717	"L"	""	35323
"HS11"	""	1e-09	"GDC0941"	"Run1"	38379	0.868678183382	"M"	""	33339
"HS11"	""	1e-09	"GDC0941"	"Run1"	38379	0.956200005211	"N"	""	36698
"HS11"	""	1e-09	"GDC0941"	"Run1"	38379	0.894212981057	"O"	""	34319
"HS11"	""	1e-09	"GDC0941"	"Run1"	38379	0.935902446651	"P"	""	35919
"HS11"	""	3e-09	"GDC0941"	"Run1"	38379	0.907579665963	"I"	""	34832
"HS11"	""	3e-09	"GDC0941"	"Run1"	38379	1.13820057844	"J"	""	43683
"HS11"	""	3e-09	"GDC0941"	"Run1"	38379	1.08762604549	"K"	""	41742
"HS11"	""	3e-09	"GDC0941"	"Run1"	38379	0.92633992548	"L"	""	35552
"HS11"	""	3e-09	"GDC0941"	"Run1"	38379	0.819667005394	"M"	""	31458
"HS11"	""	3e-09	"GDC0941"	"Run1"	38379	0.93616300581	"N"	""	35929
"HS11"	""	3e-09	"GDC0941"	"Run1"	38379	1.00799916621	"O"	""	38686
"HS11"	""	3e-09	"GDC0941"	"Run1"	38379	1.05828708408	"P"	""	40616
"HS11"	""	1e-08	"GDC0941"	"Run1"	38379	0.895541832773	"I"	""	34370
"HS11"	""	1e-08	"GDC0941"	"Run1"	38379	1.08059094817	"J"	""	41472
"HS11"	""	1e-08	"GDC0941"	"Run1"	38379	1.00739988014	"K"	""	38663
"HS11"	""	1e-08	"GDC0941"	"Run1"	38379	0.916099950494	"L"	""	35159
"HS11"	""	1e-08	"GDC0941"	"Run1"	38379	0.687511399463	"M"	""	26386
"HS11"	""	1e-08	"GDC0941"	"Run1"	38379	0.993616300581	"N"	""	38134
"HS11"	""	1e-08	"GDC0941"	"Run1"	38379	0.855988952292	"O"	""	32852
"HS11"	""	1e-08	"GDC0941"	"Run1"	38379	0.905104353944	"P"	""	34737
"HS11"	""	3e-08	"GDC0941"	"Run1"	38379	0.917975976445	"I"	""	35231
"HS11"	""	3e-08	"GDC0941"	"Run1"	38379	0.933270799135	"J"	""	35818
"HS11"	""	3e-08	"GDC0941"	"Run1"	38379	0.956043669715	"K"	""	36692
"HS11"	""	3e-08	"GDC0941"	"Run1"	38379	0.644414914406	"L"	""	24732
"HS11"	""	3e-08	"GDC0941"	"Run1"	38379	0.907006435811	"M"	""	34810
"HS11"	""	3e-08	"GDC0941"	"Run1"	38379	0.908934573595	"N"	""	34884
"HS11"	""	3e-08	"GDC0941"	"Run1"	38379	0.972745511868	"O"	""	37333
"HS11"	""	3e-08	"GDC0941"	"Run1"	38379	1.02305948566	"P"	""	39264
"HS11"	""	1e-07	"GDC0941"	"Run1"	38379	0.893483415409	"I"	""	34291
"HS11"	""	1e-07	"GDC0941"	"Run1"	38379	0.874202037573	"J"	""	33551
"HS11"	""	1e-07	"GDC0941"	"Run1"	38379	0.956981682691	"K"	""	36728
"HS11"	""	1e-07	"GDC0941"	"Run1"	38379	0.649834544933	"L"	""	24940
"HS11"	""	1e-07	"GDC0941"	"Run1"	38379	0.715651788739	"M"	""	27466
"HS11"	""	1e-07	"GDC0941"	"Run1"	38379	0.895880559681	"N"	""	34383
"HS11"	""	1e-07	"GDC0941"	"Run1"	38379	0.863440944266	"O"	""	33138
"HS11"	""	1e-07	"GDC0941"	"Run1"	38379	0.993772636077	"P"	""	38140
"HS11"	""	3e-07	"GDC0941"	"Run1"	38379	0.818937439746	"I"	""	31430
"HS11"	""	3e-07	"GDC0941"	"Run1"	38379	0.895020714453	"J"	""	34350
"HS11"	""	3e-07	"GDC0941"	"Run1"	38379	0.943979780609	"K"	""	36229
"HS11"	""	3e-07	"GDC0941"	"Run1"	38379	0.748638578389	"L"	""	28732
"HS11"	""	3e-07	"GDC0941"	"Run1"	38379	0.724224185101	"M"	""	27795
"HS11"	""	3e-07	"GDC0941"	"Run1"	38379	0.87870971104	"N"	""	33724
"HS11"	""	3e-07	"GDC0941"	"Run1"	38379	0.885458193283	"O"	""	33983
"HS11"	""	3e-07	"GDC0941"	"Run1"	38379	0.875947783944	"P"	""	33618
"HS11"	""	1e-06	"GDC0941"	"Run1"	38379	0.788556241695	"I"	""	30264
"HS11"	""	1e-06	"GDC0941"	"Run1"	38379	0.811407280023	"J"	""	31141
"HS11"	""	1e-06	"GDC0941"	"Run1"	38379	0.809974204643	"K"	""	31086
"HS11"	""	1e-06	"GDC0941"	"Run1"	38379	0.691237395451	"L"	""	26529
"HS11"	""	1e-06	"GDC0941"	"Run1"	38379	0.959326715131	"M"	""	36818
"HS11"	""	1e-06	"GDC0941"	"Run1"	38379	0.808176346439	"N"	""	31017
"HS11"	""	1e-06	"GDC0941"	"Run1"	38379	0.884494124391	"O"	""	33946
"HS11"	""	1e-06	"GDC0941"	"Run1"	38379	0.850673545428	"P"	""	32648
"HS11"	""	1e-05	"GDC0941"	"Run1"	38379	0.738580994815	"I"	""	28346
"HS11"	""	1e-05	"GDC0941"	"Run1"	38379	0.729148753224	"J"	""	27984
"HS11"	""	1e-05	"GDC0941"	"Run1"	38379	0.749289976289	"K"	""	28757
"HS11"	""	1e-05	"GDC0941"	"Run1"	38379	0.618306886579	"L"	""	23730
"HS11"	""	1e-05	"GDC0941"	"Run1"	38379	0.556398030173	"M"	""	21354
"HS11"	""	1e-05	"GDC0941"	"Run1"	38379	0.73243179864	"N"	""	28110
"HS11"	""	1e-05	"GDC0941"	"Run1"	38379	0.705646316996	"O"	""	27082
"HS11"	""	1e-05	"GDC0941"	"Run1"	38379	0.560280361656	"P"	""	21503
"HS11"	""	3e-06	"GDC0941"	"Run1"	38379	0.798874384429	"I"	""	30660
"HS11"	""	3e-06	"GDC0941"	"Run1"	38379	0.902420594596	"J"	""	34634
"HS11"	""	3e-06	"GDC0941"	"Run1"	38379	0.751139946325	"K"	""	28828
"HS11"	""	3e-06	"GDC0941"	"Run1"	38379	0.608848589072	"L"	""	23367
"HS11"	""	3e-06	"GDC0941"	"Run1"	38379	0.65577529378	"M"	""	25168
"HS11"	""	3e-06	"GDC0941"	"Run1"	38379	0.787566116887	"N"	""	30226
"HS11"	""	3e-06	"GDC0941"	"Run1"	38379	0.749550535449	"O"	""	28767
"HS11"	""	3e-06	"GDC0941"	"Run1"	38379	0.771333281222	"P"	""	29603
"HS11"	""	1e-09	"GDC0980"	"Run1"	37053	0.88384206407	"I"	""	32749
"HS11"	""	1e-09	"GDC0980"	"Run1"	37053	1.25771192616	"J"	""	46602
"HS11"	""	1e-09	"GDC0980"	"Run1"	37053	1.06871238496	"K"	""	39599
"HS11"	""	1e-09	"GDC0980"	"Run1"	37053	1.1435241411	"L"	""	42371
"HS11"	""	1e-09	"GDC0980"	"Run1"	37053	0.940652578739	"M"	""	34854
"HS11"	""	1e-09	"GDC0980"	"Run1"	37053	1.00693601058	"N"	""	37310
"HS11"	""	1e-09	"GDC0980"	"Run1"	37053	1.00842037082	"O"	""	37365
"HS11"	""	1e-09	"GDC0980"	"Run1"	37053	1.0454754001	"P"	""	38738
"HS11"	""	3e-09	"GDC0980"	"Run1"	37053	1.17793431031	"I"	""	43646
"HS11"	""	3e-09	"GDC0980"	"Run1"	37053	0.939707985858	"J"	""	34819
"HS11"	""	3e-09	"GDC0980"	"Run1"	37053	1.01899981108	"K"	""	37757
"HS11"	""	3e-09	"GDC0980"	"Run1"	37053	0.911990931908	"L"	""	33792
"HS11"	""	3e-09	"GDC0980"	"Run1"	37053	0.986074002105	"M"	""	36537
"HS11"	""	3e-09	"GDC0980"	"Run1"	37053	1.09184141635	"N"	""	40456
"HS11"	""	3e-09	"GDC0980"	"Run1"	37053	1.18317005371	"O"	""	43840
"HS11"	""	3e-09	"GDC0980"	"Run1"	37053	1.01489757914	"P"	""	37605
"HS11"	""	1e-08	"GDC0980"	"Run1"	37053	0.897147329501	"I"	""	33242
"HS11"	""	1e-08	"GDC0980"	"Run1"	37053	0.804982052735	"J"	""	29827
"HS11"	""	1e-08	"GDC0980"	"Run1"	37053	0.940841497315	"K"	""	34861
"HS11"	""	1e-08	"GDC0980"	"Run1"	37053	0.975737457156	"L"	""	36154
"HS11"	""	1e-08	"GDC0980"	"Run1"	37053	0.875043856098	"M"	""	32423
"HS11"	""	1e-08	"GDC0980"	"Run1"	37053	1.04860605079	"N"	""	38854
"HS11"	""	1e-08	"GDC0980"	"Run1"	37053	1.13073165466	"O"	""	41897
"HS11"	""	1e-08	"GDC0980"	"Run1"	37053	1.03465306453	"P"	""	38337
"HS11"	""	3e-08	"GDC0980"	"Run1"	37053	0.953553018649	"I"	""	35332
"HS11"	""	3e-08	"GDC0980"	"Run1"	37053	0.91576930343	"J"	""	33932
"HS11"	""	3e-08	"GDC0980"	"Run1"	37053	1.02253528729	"K"	""	37888
"HS11"	""	3e-08	"GDC0980"	"Run1"	37053	0.855477289288	"L"	""	31698
"HS11"	""	3e-08	"GDC0980"	"Run1"	37053	1.01605807897	"M"	""	37648
"HS11"	""	3e-08	"GDC0980"	"Run1"	37053	1.00483091787	"N"	""	37232
"HS11"	""	3e-08	"GDC0980"	"Run1"	37053	0.942892613284	"O"	""	34937
"HS11"	""	3e-08	"GDC0980"	"Run1"	37053	0.893611853291	"P"	""	33111
"HS11"	""	1e-07	"GDC0980"	"Run1"	37053	0.883599168758	"I"	""	32740
"HS11"	""	1e-07	"GDC0980"	"Run1"	37053	1.0707095242	"J"	""	39673
"HS11"	""	1e-07	"GDC0980"	"Run1"	37053	0.926240790219	"K"	""	34320
"HS11"	""	1e-07	"GDC0980"	"Run1"	37053	0.926105848379	"L"	""	34315
"HS11"	""	1e-07	"GDC0980"	"Run1"	37053	0.944592880469	"M"	""	35000
"HS11"	""	1e-07	"GDC0980"	"Run1"	37053	0.996518500526	"N"	""	36924
"HS11"	""	1e-07	"GDC0980"	"Run1"	37053	1.04318138882	"O"	""	38653
"HS11"	""	1e-07	"GDC0980"	"Run1"	37053	0.971824143794	"P"	""	36009
"HS11"	""	3e-07	"GDC0980"	"Run1"	37053	1.00631527812	"I"	""	37287
"HS11"	""	3e-07	"GDC0980"	"Run1"	37053	0.747577793971	"J"	""	27700
"HS11"	""	3e-07	"GDC0980"	"Run1"	37053	0.644914042048	"K"	""	23896
"HS11"	""	3e-07	"GDC0980"	"Run1"	37053	0.80994791245	"L"	""	30011
"HS11"	""	3e-07	"GDC0980"	"Run1"	37053	0.519607049362	"M"	""	19253
"HS11"	""	3e-07	"GDC0980"	"Run1"	37053	0.872884786657	"N"	""	32343
"HS11"	""	3e-07	"GDC0980"	"Run1"	37053	0.965751760991	"O"	""	35784
