"cellLine"	"center"	"conc"	"drug"	"experiment"	"medianDMSO"	"normViability"	"replicate"	"stage"	"viability"
"Syn1"	"UCF"	2.5e-05	"Axitinib"	"exp-1"	94340	0.39262242951	"a"	"stage-2"	37040
"Syn1"	"UCF"	5e-06	"Axitinib"	"exp-1"	94340	0.467670129319	"a"	"stage-2"	44120
"Syn1"	"UCF"	1e-06	"Axitinib"	"exp-1"	94340	0.72376510494	"a"	"stage-2"	68280
"Syn1"	"UCF"	2e-07	"Axitinib"	"exp-1"	94340	0.970532117872	"a"	"stage-2"	91560
"Syn1"	"UCF"	4e-08	"Axitinib"	"exp-1"	94340	0.99258002968	"a"	"stage-2"	93640
"Syn1"	"UCF"	8e-09	"Axitinib"	"exp-1"	94340	0.872588509646	"a"	"stage-2"	82320
"Syn1"	"UCF"	1.6e-09	"Axitinib"	"exp-1"	94340	0.873860504558	"a"	"stage-2"	82440
"Syn1"	"UCF"	3.2e-10	"Axitinib"	"exp-1"	94340	0.950180199279	"a"	"stage-2"	89640
"Syn1"	"UCF"	6.4e-11	"Axitinib"	"exp-1"	94340	0.996396014416	"a"	"stage-2"	94000
"Syn1"	"UCF"	1.28e-11	"Axitinib"	"exp-1"	94340	0.885308458766	"a"	"stage-2"	83520
"Syn1"	"UCF"	2.5e-05	"Axitinib"	"exp-1"	94340	0.322238711045	"b"	"stage-2"	30400
"Syn1"	"UCF"	5e-06	"Axitinib"	"exp-1"	94340	0.34386262455	"b"	"stage-2"	32440
"Syn1"	"UCF"	1e-06	"Axitinib"	"exp-1"	94340	0.630909476362	"b"	"stage-2"	59520
"Syn1"	"UCF"	2e-07	"Axitinib"	"exp-1"	94340	0.87513249947	"b"	"stage-2"	82560
"Syn1"	"UCF"	4e-08	"Axitinib"	"exp-1"	94340	0.843332626669	"b"	"stage-2"	79560
"Syn1"	"UCF"	8e-09	"Axitinib"	"exp-1"	94340	0.89209243163	"b"	"stage-2"	84160
"Syn1"	"UCF"	1.6e-09	"Axitinib"	"exp-1"	94340	0.814076743693	"b"	"stage-2"	76800
"Syn1"	"UCF"	3.2e-10	"Axitinib"	"exp-1"	94340	0.842060631757	"b"	"stage-2"	79440
"Syn1"	"UCF"	6.4e-11	"Axitinib"	"exp-1"	94340	0.739029043884	"b"	"stage-2"	69720
"Syn1"	"UCF"	1.28e-11	"Axitinib"	"exp-1"	94340	0.748781004876	"b"	"stage-2"	70640
"Syn1"	"UCF"	2.5e-05	"Axitinib"	"exp-1"	94340	0.308670765317	"c"	"stage-2"	29120
"Syn1"	"UCF"	5e-06	"Axitinib"	"exp-1"	94340	0.354038583846	"c"	"stage-2"	33400
"Syn1"	"UCF"	1e-06	"Axitinib"	"exp-1"	94340	0.638965444138	"c"	"stage-2"	60280
"Syn1"	"UCF"	2e-07	"Axitinib"	"exp-1"	94340	0.966292134831	"c"	"stage-2"	91160
"Syn1"	"UCF"	4e-08	"Axitinib"	"exp-1"	94340	0.855628577486	"c"	"stage-2"	80720
"Syn1"	"UCF"	8e-09	"Axitinib"	"exp-1"	94340	0.806444774221	"c"	"stage-2"	76080
"Syn1"	"UCF"	1.6e-09	"Axitinib"	"exp-1"	94340	0.808140767437	"c"	"stage-2"	76240
"Syn1"	"UCF"	3.2e-10	"Axitinib"	"exp-1"	94340	0.862836548654	"c"	"stage-2"	81400
"Syn1"	"UCF"	6.4e-11	"Axitinib"	"exp-1"	94340	0.674157303371	"c"	"stage-2"	63600
"Syn1"	"UCF"	1.28e-11	"Axitinib"	"exp-1"	94340	0.716981132075	"c"	"stage-2"	67640
"Syn1"	"UCF"	2.5e-05	"Bortezomib"	"exp-1"	94340	0.0254398982404	"a"	"stage-2"	2400
"Syn1"	"UCF"	5e-06	"Bortezomib"	"exp-1"	94340	0.0322238711045	"a"	"stage-2"	3040
"Syn1"	"UCF"	1e-06	"Bortezomib"	"exp-1"	94340	0.0334958660165	"a"	"stage-2"	3160
"Syn1"	"UCF"	2e-07	"Bortezomib"	"exp-1"	94340	0.0445198219207	"a"	"stage-2"	4200
"Syn1"	"UCF"	4e-08	"Bortezomib"	"exp-1"	94340	0.064871740513	"a"	"stage-2"	6120
"Syn1"	"UCF"	8e-09	"Bortezomib"	"exp-1"	94340	0.221327114692	"a"	"stage-2"	20880
"Syn1"	"UCF"	1.6e-09	"Bortezomib"	"exp-1"	94340	0.788636845453	"a"	"stage-2"	74400
"Syn1"	"UCF"	3.2e-10	"Bortezomib"	"exp-1"	94340	0.810260758957	"a"	"stage-2"	76440
"Syn1"	"UCF"	6.4e-11	"Bortezomib"	"exp-1"	94340	0.824252702989	"a"	"stage-2"	77760
"Syn1"	"UCF"	1.28e-11	"Bortezomib"	"exp-1"	94340	0.731397074412	"a"	"stage-2"	69000
"Syn1"	"UCF"	2.5e-05	"Bortezomib"	"exp-1"	94340	0.0178079287683	"b"	"stage-2"	1680
"Syn1"	"UCF"	5e-06	"Bortezomib"	"exp-1"	94340	0.0228959084164	"b"	"stage-2"	2160
"Syn1"	"UCF"	1e-06	"Bortezomib"	"exp-1"	94340	0.0275598897604	"b"	"stage-2"	2600
"Syn1"	"UCF"	2e-07	"Bortezomib"	"exp-1"	94340	0.0453678185287	"b"	"stage-2"	4280
"Syn1"	"UCF"	4e-08	"Bortezomib"	"exp-1"	94340	0.0589357642569	"b"	"stage-2"	5560
"Syn1"	"UCF"	8e-09	"Bortezomib"	"exp-1"	94340	0.24125503498	"b"	"stage-2"	22760
"Syn1"	"UCF"	1.6e-09	"Bortezomib"	"exp-1"	94340	0.761500953996	"b"	"stage-2"	71840
"Syn1"	"UCF"	3.2e-10	"Bortezomib"	"exp-1"	94340	0.827220691117	"b"	"stage-2"	78040
"Syn1"	"UCF"	6.4e-11	"Bortezomib"	"exp-1"	94340	0.714013143947	"b"	"stage-2"	67360
"Syn1"	"UCF"	1.28e-11	"Bortezomib"	"exp-1"	94340	0.7301250795	"b"	"stage-2"	68880
"Syn1"	"UCF"	2.5e-05	"Bortezomib"	"exp-1"	94340	0.0199279202883	"c"	"stage-2"	1880
"Syn1"	"UCF"	5e-06	"Bortezomib"	"exp-1"	94340	0.0228959084164	"c"	"stage-2"	2160
"Syn1"	"UCF"	1e-06	"Bortezomib"	"exp-1"	94340	0.0211999152003	"c"	"stage-2"	2000
"Syn1"	"UCF"	2e-07	"Bortezomib"	"exp-1"	94340	0.0309518761925	"c"	"stage-2"	2920
"Syn1"	"UCF"	4e-08	"Bortezomib"	"exp-1"	94340	0.0856476574094	"c"	"stage-2"	8080
"Syn1"	"UCF"	8e-09	"Bortezomib"	"exp-1"	94340	0.2327750689	"c"	"stage-2"	21960
"Syn1"	"UCF"	1.6e-09	"Bortezomib"	"exp-1"	94340	0.815772736909	"c"	"stage-2"	76960
"Syn1"	"UCF"	3.2e-10	"Bortezomib"	"exp-1"	94340	0.811956752173	"c"	"stage-2"	76600
"Syn1"	"UCF"	6.4e-11	"Bortezomib"	"exp-1"	94340	0.857324570702	"c"	"stage-2"	80880
"Syn1"	"UCF"	1.28e-11	"Bortezomib"	"exp-1"	94340	0.806868772525	"c"	"stage-2"	76120
"Syn1"	"UCF"	2.5e-05	"Panobinostat"	"exp-1"	94340	0.0122959508162	"a"	"stage-2"	1160
"Syn1"	"UCF"	5e-06	"Panobinostat"	"exp-1"	94340	0.0504557981768	"a"	"stage-2"	4760
"Syn1"	"UCF"	1e-06	"Panobinostat"	"exp-1"	94340	0.0903116387534	"a"	"stage-2"	8520
"Syn1"	"UCF"	2e-07	"Panobinostat"	"exp-1"	94340	0.104303582786	"a"	"stage-2"	9840
"Syn1"	"UCF"	4e-08	"Panobinostat"	"exp-1"	94340	0.188255246979	"a"	"stage-2"	17760
"Syn1"	"UCF"	8e-09	"Panobinostat"	"exp-1"	94340	0.403646385414	"a"	"stage-2"	38080
"Syn1"	"UCF"	1.6e-09	"Panobinostat"	"exp-1"	94340	0.725461098156	"a"	"stage-2"	68440
"Syn1"	"UCF"	3.2e-10	"Panobinostat"	"exp-1"	94340	0.793300826797	"a"	"stage-2"	74840
"Syn1"	"UCF"	6.4e-11	"Panobinostat"	"exp-1"	94340	0.814924740301	"a"	"stage-2"	76880
"Syn1"	"UCF"	1.28e-11	"Panobinostat"	"exp-1"	94340	0.844180623278	"a"	"stage-2"	79640
"Syn1"	"UCF"	2.5e-05	"Panobinostat"	"exp-1"	94340	0.0114479542082	"b"	"stage-2"	1080
"Syn1"	"UCF"	5e-06	"Panobinostat"	"exp-1"	94340	0.0479118083528	"b"	"stage-2"	4520
"Syn1"	"UCF"	1e-06	"Panobinostat"	"exp-1"	94340	0.0788636845453	"b"	"stage-2"	7440
"Syn1"	"UCF"	2e-07	"Panobinostat"	"exp-1"	94340	0.111935552258	"b"	"stage-2"	10560
"Syn1"	"UCF"	4e-08	"Panobinostat"	"exp-1"	94340	0.172991308035	"b"	"stage-2"	16320
"Syn1"	"UCF"	8e-09	"Panobinostat"	"exp-1"	94340	0.438838244647	"b"	"stage-2"	41400
"Syn1"	"UCF"	1.6e-09	"Panobinostat"	"exp-1"	94340	0.677549289803	"b"	"stage-2"	63920
"Syn1"	"UCF"	3.2e-10	"Panobinostat"	"exp-1"	94340	0.784820860717	"b"	"stage-2"	74040
"Syn1"	"UCF"	6.4e-11	"Panobinostat"	"exp-1"	94340	0.837396650413	"b"	"stage-2"	79000
"Syn1"	"UCF"	1.28e-11	"Panobinostat"	"exp-1"	94340	0.857324570702	"b"	"stage-2"	80880
"Syn1"	"UCF"	2.5e-05	"Panobinostat"	"exp-1"	94340	0.0224719101124	"c"	"stage-2"	2120
"Syn1"	"UCF"	5e-06	"Panobinostat"	"exp-1"	94340	0.0538477846089	"c"	"stage-2"	5080
"Syn1"	"UCF"	1e-06	"Panobinostat"	"exp-1"	94340	0.106423574306	"c"	"stage-2"	10040
"Syn1"	"UCF"	2e-07	"Panobinostat"	"exp-1"	94340	0.116175535298	"c"	"stage-2"	10960
"Syn1"	"UCF"	4e-08	"Panobinostat"	"exp-1"	94340	0.186983252067	"c"	"stage-2"	17640
"Syn1"	"UCF"	8e-09	"Panobinostat"	"exp-1"	94340	0.447742209031	"c"	"stage-2"	42240
"Syn1"	"UCF"	1.6e-09	"Panobinostat"	"exp-1"	94340	0.708077167691	"c"	"stage-2"	66800
"Syn1"	"UCF"	3.2e-10	"Panobinostat"	"exp-1"	94340	0.855628577486	"c"	"stage-2"	80720
"Syn1"	"UCF"	6.4e-11	"Panobinostat"	"exp-1"	94340	0.927708289167	"c"	"stage-2"	87520
"Syn1"	"UCF"	1.28e-11	"Panobinostat"	"exp-1"	94340	0.827644689421	"c"	"stage-2"	78080
"Syn1"	"UCF"	2.5e-05	"Vorinostat"	"exp-1"	94340	0.10684757261	"a"	"stage-2"	10080
"Syn1"	"UCF"	5e-06	"Vorinostat"	"exp-1"	94340	0.167903328387	"a"	"stage-2"	15840
"Syn1"	"UCF"	1e-06	"Vorinostat"	"exp-1"	94340	0.481238075048	"a"	"stage-2"	45400
"Syn1"	"UCF"	2e-07	"Vorinostat"	"exp-1"	94340	0.84545261819	"a"	"stage-2"	79760
"Syn1"	"UCF"	4e-08	"Vorinostat"	"exp-1"	94340	0.821708713165	"a"	"stage-2"	77520
"Syn1"	"UCF"	8e-09	"Vorinostat"	"exp-1"	94340	0.854356582574	"a"	"stage-2"	80600
"Syn1"	"UCF"	1.6e-09	"Vorinostat"	"exp-1"	94340	0.87513249947	"a"	"stage-2"	82560
"Syn1"	"UCF"	3.2e-10	"Vorinostat"	"exp-1"	94340	0.860716557134	"a"	"stage-2"	81200
"Syn1"	"UCF"	6.4e-11	"Vorinostat"	"exp-1"	94340	0.85393258427	"a"	"stage-2"	80560
"Syn1"	"UCF"	1.28e-11	"Vorinostat"	"exp-1"	94340	0.87937248251	"a"	"stage-2"	82960
"Syn1"	"UCF"	2.5e-05	"Vorinostat"	"exp-1"	94340	0.118719525122	"b"	"stage-2"	11200
"Syn1"	"UCF"	5e-06	"Vorinostat"	"exp-1"	94340	0.199703201187	"b"	"stage-2"	18840
"Syn1"	"UCF"	1e-06	"Vorinostat"	"exp-1"	94340	0.543989824041	"b"	"stage-2"	51320
"Syn1"	"UCF"	2e-07	"Vorinostat"	"exp-1"	94340	1.01886792453	"b"	"stage-2"	96120
"Syn1"	"UCF"	4e-08	"Vorinostat"	"exp-1"	94340	0.980708077168	"b"	"stage-2"	92520
"Syn1"	"UCF"	8e-09	"Vorinostat"	"exp-1"	94340	0.930252278991	"b"	"stage-2"	87760
"Syn1"	"UCF"	1.6e-09	"Vorinostat"	"exp-1"	94340	0.948060207759	"b"	"stage-2"	89440
"Syn1"	"UCF"	3.2e-10	"Vorinostat"	"exp-1"	94340	0.905660377358	"b"	"stage-2"	85440
"Syn1"	"UCF"	6.4e-11	"Vorinostat"	"exp-1"	94340	0.961628153487	"b"	"stage-2"	90720
"Syn1"	"UCF"	1.28e-11	"Vorinostat"	"exp-1"	94340	0.875980496078	"b"	"stage-2"	82640
"Syn1"	"UCF"	2.5e-05	"Vorinostat"	"exp-1"	94340	0.131015475938	"c"	"stage-2"	12360
"Syn1"	"UCF"	5e-06	"Vorinostat"	"exp-1"	94340	0.215391138435	"c"	"stage-2"	20320
"Syn1"	"UCF"	1e-06	"Vorinostat"	"exp-1"	94340	0.526181895272	"c"	"stage-2"	49640
"Syn1"	"UCF"	2e-07	"Vorinostat"	"exp-1"	94340	0.832308670765	"c"	"stage-2"	78520
"Syn1"	"UCF"	4e-08	"Vorinostat"	"exp-1"	94340	0.937884248463	"c"	"stage-2"	88480
"Syn1"	"UCF"	8e-09	"Vorinostat"	"exp-1"	94340	0.966292134831	"c"	"stage-2"	91160
"Syn1"	"UCF"	1.6e-09	"Vorinostat"	"exp-1"	94340	0.926860292559	"c"	"stage-2"	87440
"Syn1"	"UCF"	3.2e-10	"Vorinostat"	"exp-1"	94340	0.923468306127	"c"	"stage-2"	87120
"Syn1"	"UCF"	6.4e-11	"Vorinostat"	"exp-1"	94340	0.928980284079	"c"	"stage-2"	87640
"Syn1"	"UCF"	1.28e-11	"Vorinostat"	"exp-1"	94340	0.919228323087	"c"	"stage-2"	86720
"Syn1"	"UCF"	2.5e-05	"GDC0941"	"exp-1"	94340	0.388806444774	"a"	"stage-2"	36680
"Syn1"	"UCF"	5e-06	"GDC0941"	"exp-1"	94340	0.485902056392	"a"	"stage-2"	45840
"Syn1"	"UCF"	1e-06	"GDC0941"	"exp-1"	94340	0.552469790121	"a"	"stage-2"	52120
"Syn1"	"UCF"	2e-07	"GDC0941"	"exp-1"	94340	0.7725249099	"a"	"stage-2"	72880
"Syn1"	"UCF"	4e-08	"GDC0941"	"exp-1"	94340	0.819164723341	"a"	"stage-2"	77280
"Syn1"	"UCF"	8e-09	"GDC0941"	"exp-1"	94340	0.894636421454	"a"	"stage-2"	84400
"Syn1"	"UCF"	1.6e-09	"GDC0941"	"exp-1"	94340	1.01674793301	"a"	"stage-2"	95920
"Syn1"	"UCF"	3.2e-10	"GDC0941"	"exp-1"	94340	0.999788000848	"a"	"stage-2"	94320
"Syn1"	"UCF"	6.4e-11	"GDC0941"	"exp-1"	94340	0.950604197583	"a"	"stage-2"	89680
"Syn1"	"UCF"	1.28e-11	"GDC0941"	"exp-1"	94340	0.954420182319	"a"	"stage-2"	90040
"Syn1"	"UCF"	2.5e-05	"GDC0941"	"exp-1"	94340	0.396014415942	"b"	"stage-2"	37360
"Syn1"	"UCF"	5e-06	"GDC0941"	"exp-1"	94340	0.468094127623	"b"	"stage-2"	44160
"Syn1"	"UCF"	1e-06	"GDC0941"	"exp-1"	94340	0.588085647657	"b"	"stage-2"	55480
"Syn1"	"UCF"	2e-07	"GDC0941"	"exp-1"	94340	0.7619249523	"b"	"stage-2"	71880
"Syn1"	"UCF"	4e-08	"GDC0941"	"exp-1"	94340	0.923892304431	"b"	"stage-2"	87160
"Syn1"	"UCF"	8e-09	"GDC0941"	"exp-1"	94340	0.923892304431	"b"	"stage-2"	87160
"Syn1"	"UCF"	1.6e-09	"GDC0941"	"exp-1"	94340	0.936188255247	"b"	"stage-2"	88320
"Syn1"	"UCF"	3.2e-10	"GDC0941"	"exp-1"	94340	0.937884248463	"b"	"stage-2"	88480
"Syn1"	"UCF"	6.4e-11	"GDC0941"	"exp-1"	94340	0.977316090736	"b"	"stage-2"	92200
"Syn1"	"UCF"	1.28e-11	"GDC0941"	"exp-1"	94340	0.915836336655	"b"	"stage-2"	86400
"Syn1"	"UCF"	2.5e-05	"GDC0941"	"exp-1"	94340	0.424422302311	"c"	"stage-2"	40040
"Syn1"	"UCF"	5e-06	"GDC0941"	"exp-1"	94340	0.463854144583	"c"	"stage-2"	43760
"Syn1"	"UCF"	1e-06	"GDC0941"	"exp-1"	94340	0.576637693449	"c"	"stage-2"	54400
"Syn1"	"UCF"	2e-07	"GDC0941"	"exp-1"	94340	0.758108967564	"c"	"stage-2"	71520
"Syn1"	"UCF"	4e-08	"GDC0941"	"exp-1"	94340	0.893364426542	"c"	"stage-2"	84280
"Syn1"	"UCF"	8e-09	"GDC0941"	"exp-1"	94340	0.898028407886	"c"	"stage-2"	84720
"Syn1"	"UCF"	1.6e-09	"GDC0941"	"exp-1"	94340	0.990884036464	"c"	"stage-2"	93480
"Syn1"	"UCF"	3.2e-10	"GDC0941"	"exp-1"	94340	0.936188255247	"c"	"stage-2"	88320
"Syn1"	"UCF"	6.4e-11	"GDC0941"	"exp-1"	94340	1.06465974136	"c"	"stage-2"	100440
"Syn1"	"UCF"	1.28e-11	"GDC0941"	"exp-1"	94340	0.87089251643	"c"	"stage-2"	82160
"Syn1"	"UCF"	2.5e-05	"Ganetespib"	"exp-1"	94340	0.327750688997	"a"	"stage-2"	30920
"Syn1"	"UCF"	5e-06	"Ganetespib"	"exp-1"	94340	0.347678609286	"a"	"stage-2"	32800
"Syn1"	"UCF"	1e-06	"Ganetespib"	"exp-1"	94340	0.381598473606	"a"	"stage-2"	36000
"Syn1"	"UCF"	2e-07	"Ganetespib"	"exp-1"	94340	0.363790544838	"a"	"stage-2"	34320
"Syn1"	"UCF"	4e-08	"Ganetespib"	"exp-1"	94340	0.451134195463	"a"	"stage-2"	42560
"Syn1"	"UCF"	8e-09	"Ganetespib"	"exp-1"	94340	0.594869620522	"a"	"stage-2"	56120
"Syn1"	"UCF"	1.6e-09	"Ganetespib"	"exp-1"	94340	0.938308246767	"a"	"stage-2"	88520
"Syn1"	"UCF"	3.2e-10	"Ganetespib"	"exp-1"	94340	0.862836548654	"a"	"stage-2"	81400
"Syn1"	"UCF"	6.4e-11	"Ganetespib"	"exp-1"	94340	1.01844392622	"a"	"stage-2"	96080
"Syn1"	"UCF"	1.28e-11	"Ganetespib"	"exp-1"	94340	0.948060207759	"a"	"stage-2"	89440
"Syn1"	"UCF"	2.5e-05	"Ganetespib"	"exp-1"	94340	0.267966928132	"b"	"stage-2"	25280
"Syn1"	"UCF"	5e-06	"Ganetespib"	"exp-1"	94340	0.351494594022	"b"	"stage-2"	33160
"Syn1"	"UCF"	1e-06	"Ganetespib"	"exp-1"	94340	0.331566673733	"b"	"stage-2"	31280
"Syn1"	"UCF"	2e-07	"Ganetespib"	"exp-1"	94340	0.336230655077	"b"	"stage-2"	31720
"Syn1"	"UCF"	4e-08	"Ganetespib"	"exp-1"	94340	0.404494382022	"b"	"stage-2"	38160
"Syn1"	"UCF"	8e-09	"Ganetespib"	"exp-1"	94340	0.559253762985	"b"	"stage-2"	52760
"Syn1"	"UCF"	1.6e-09	"Ganetespib"	"exp-1"	94340	0.789484842061	"b"	"stage-2"	74480
"Syn1"	"UCF"	3.2e-10	"Ganetespib"	"exp-1"	94340	0.800084799661	"b"	"stage-2"	75480
"Syn1"	"UCF"	6.4e-11	"Ganetespib"	"exp-1"	94340	0.945516217935	"b"	"stage-2"	89200
"Syn1"	"UCF"	1.28e-11	"Ganetespib"	"exp-1"	94340	0.873436506254	"b"	"stage-2"	82400
"Syn1"	"UCF"	2.5e-05	"Ganetespib"	"exp-1"	94340	0.248887004452	"c"	"stage-2"	23480
"Syn1"	"UCF"	5e-06	"Ganetespib"	"exp-1"	94340	0.302734789061	"c"	"stage-2"	28560
"Syn1"	"UCF"	1e-06	"Ganetespib"	"exp-1"	94340	0.326478694085	"c"	"stage-2"	30800
"Syn1"	"UCF"	2e-07	"Ganetespib"	"exp-1"	94340	0.317998728005	"c"	"stage-2"	30000
"Syn1"	"UCF"	4e-08	"Ganetespib"	"exp-1"	94340	0.414670341319	"c"	"stage-2"	39120
"Syn1"	"UCF"	8e-09	"Ganetespib"	"exp-1"	94340	0.59783760865	"c"	"stage-2"	56400
"Syn1"	"UCF"	1.6e-09	"Ganetespib"	"exp-1"	94340	0.857748569006	"c"	"stage-2"	80920
"Syn1"	"UCF"	3.2e-10	"Ganetespib"	"exp-1"	94340	0.800508797965	"c"	"stage-2"	75520
"Syn1"	"UCF"	6.4e-11	"Ganetespib"	"exp-1"	94340	0.914564341743	"c"	"stage-2"	86280
"Syn1"	"UCF"	1.28e-11	"Ganetespib"	"exp-1"	94340	0.891668433326	"c"	"stage-2"	84120
"Syn1"	"UCF"	2.5e-05	"GSK2126458"	"exp-1"	94340	0.24549501802	"a"	"stage-2"	23160
"Syn1"	"UCF"	5e-06	"GSK2126458"	"exp-1"	94340	0.286198855205	"a"	"stage-2"	27000
"Syn1"	"UCF"	1e-06	"GSK2126458"	"exp-1"	94340	0.25609497562	"a"	"stage-2"	24160
"Syn1"	"UCF"	2e-07	"GSK2126458"	"exp-1"	94340	0.304430782277	"a"	"stage-2"	28720
"Syn1"	"UCF"	4e-08	"GSK2126458"	"exp-1"	94340	0.422726309095	"a"	"stage-2"	39880
"Syn1"	"UCF"	8e-09	"GSK2126458"	"exp-1"	94340	0.563493746025	"a"	"stage-2"	53160
"Syn1"	"UCF"	1.6e-09	"GSK2126458"	"exp-1"	94340	0.813652745389	"a"	"stage-2"	76760
"Syn1"	"UCF"	3.2e-10	"GSK2126458"	"exp-1"	94340	0.818740725037	"a"	"stage-2"	77240
"Syn1"	"UCF"	6.4e-11	"GSK2126458"	"exp-1"	94340	0.876404494382	"a"	"stage-2"	82680
"Syn1"	"UCF"	1.28e-11	"GSK2126458"	"exp-1"	94340	0.884460462158	"a"	"stage-2"	83440
"Syn1"	"UCF"	2.5e-05	"GSK2126458"	"exp-1"	94340	0.237863048548	"b"	"stage-2"	22440
"Syn1"	"UCF"	5e-06	"GSK2126458"	"exp-1"	94340	0.294678821285	"b"	"stage-2"	27800
"Syn1"	"UCF"	1e-06	"GSK2126458"	"exp-1"	94340	0.235743057028	"b"	"stage-2"	22240
"Syn1"	"UCF"	2e-07	"GSK2126458"	"exp-1"	94340	0.322238711045	"b"	"stage-2"	30400
"Syn1"	"UCF"	4e-08	"GSK2126458"	"exp-1"	94340	0.417638329447	"b"	"stage-2"	39400
"Syn1"	"UCF"	8e-09	"GSK2126458"	"exp-1"	94340	0.510493958024	"b"	"stage-2"	48160
"Syn1"	"UCF"	1.6e-09	"GSK2126458"	"exp-1"	94340	0.75556497774	"b"	"stage-2"	71280
"Syn1"	"UCF"	3.2e-10	"GSK2126458"	"exp-1"	94340	0.74284502862	"b"	"stage-2"	70080
"Syn1"	"UCF"	6.4e-11	"GSK2126458"	"exp-1"	94340	0.866228535086	"b"	"stage-2"	81720
"Syn1"	"UCF"	1.28e-11	"GSK2126458"	"exp-1"	94340	0.842908628365	"b"	"stage-2"	79520
"Syn1"	"UCF"	2.5e-05	"GSK2126458"	"exp-1"	94340	0.218783124868	"c"	"stage-2"	20640
"Syn1"	"UCF"	5e-06	"GSK2126458"	"exp-1"	94340	0.235319058724	"c"	"stage-2"	22200
"Syn1"	"UCF"	1e-06	"GSK2126458"	"exp-1"	94340	0.267542929828	"c"	"stage-2"	25240
"Syn1"	"UCF"	2e-07	"GSK2126458"	"exp-1"	94340	0.311638753445	"c"	"stage-2"	29400
"Syn1"	"UCF"	4e-08	"GSK2126458"	"exp-1"	94340	0.48463006148	"c"	"stage-2"	45720
"Syn1"	"UCF"	8e-09	"GSK2126458"	"exp-1"	94340	0.580029679881	"c"	"stage-2"	54720
"Syn1"	"UCF"	1.6e-09	"GSK2126458"	"exp-1"	94340	0.722917108332	"c"	"stage-2"	68200
"Syn1"	"UCF"	3.2e-10	"GSK2126458"	"exp-1"	94340	0.7513249947	"c"	"stage-2"	70880
"Syn1"	"UCF"	6.4e-11	"GSK2126458"	"exp-1"	94340	0.77676489294	"c"	"stage-2"	73280
"Syn1"	"UCF"	1.28e-11	"GSK2126458"	"exp-1"	94340	0.922196311215	"c"	"stage-2"	87000
"Syn1"	"UCF"	2.5e-05	"GDC0980"	"exp-1"	94340	0.221327114692	"a"	"stage-2"	20880
"Syn1"	"UCF"	5e-06	"GDC0980"	"exp-1"	94340	0.231927072292	"a"	"stage-2"	21880
"Syn1"	"UCF"	1e-06	"GDC0980"	"exp-1"	94340	0.27941488234	"a"	"stage-2"	26360
"Syn1"	"UCF"	2e-07	"GDC0980"	"exp-1"	94340	0.441382234471	"a"	"stage-2"	41640
"Syn1"	"UCF"	4e-08	"GDC0980"	"exp-1"	94340	0.749629001484	"a"	"stage-2"	70720
"Syn1"	"UCF"	8e-09	"GDC0980"	"exp-1"	94340	0.74496502014	"a"	"stage-2"	70280
"Syn1"	"UCF"	1.6e-09	"GDC0980"	"exp-1"	94340	0.784820860717	"a"	"stage-2"	74040
"Syn1"	"UCF"	3.2e-10	"GDC0980"	"exp-1"	94340	0.863684545262	"a"	"stage-2"	81480
"Syn1"	"UCF"	6.4e-11	"GDC0980"	"exp-1"	94340	0.812380750477	"a"	"stage-2"	76640
"Syn1"	"UCF"	1.28e-11	"GDC0980"	"exp-1"	94340	0.874284502862	"a"	"stage-2"	82480
"Syn1"	"UCF"	2.5e-05	"GDC0980"	"exp-1"	94340	0.224719101124	"b"	"stage-2"	21200
"Syn1"	"UCF"	5e-06	"GDC0980"	"exp-1"	94340	0.211151155395	"b"	"stage-2"	19920
"Syn1"	"UCF"	1e-06	"GDC0980"	"exp-1"	94340	0.26033495866	"b"	"stage-2"	24560
"Syn1"	"UCF"	2e-07	"GDC0980"	"exp-1"	94340	0.457918168327	"b"	"stage-2"	43200
"Syn1"	"UCF"	4e-08	"GDC0980"	"exp-1"	94340	0.686877252491	"b"	"stage-2"	64800
"Syn1"	"UCF"	8e-09	"GDC0980"	"exp-1"	94340	0.886156455374	"b"	"stage-2"	83600
"Syn1"	"UCF"	1.6e-09	"GDC0980"	"exp-1"	94340	0.800084799661	"b"	"stage-2"	75480
"Syn1"	"UCF"	3.2e-10	"GDC0980"	"exp-1"	94340	0.846300614798	"b"	"stage-2"	79840
"Syn1"	"UCF"	6.4e-11	"GDC0980"	"exp-1"	94340	0.903964384142	"b"	"stage-2"	85280
"Syn1"	"UCF"	1.28e-11	"GDC0980"	"exp-1"	94340	0.867924528302	"b"	"stage-2"	81880
"Syn1"	"UCF"	2.5e-05	"GDC0980"	"exp-1"	94340	0.230231079076	"c"	"stage-2"	21720
"Syn1"	"UCF"	5e-06	"GDC0980"	"exp-1"	94340	0.225143099428	"c"	"stage-2"	21240
"Syn1"	"UCF"	1e-06	"GDC0980"	"exp-1"	94340	0.273478906084	"c"	"stage-2"	25800
"Syn1"	"UCF"	2e-07	"GDC0980"	"exp-1"	94340	0.435022259911	"c"	"stage-2"	41040
"Syn1"	"UCF"	4e-08	"GDC0980"	"exp-1"	94340	0.706381174475	"c"	"stage-2"	66640
"Syn1"	"UCF"	8e-09	"GDC0980"	"exp-1"	94340	0.881916472334	"c"	"stage-2"	83200
"Syn1"	"UCF"	1.6e-09	"GDC0980"	"exp-1"	94340	0.854356582574	"c"	"stage-2"	80600
